This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"KTOP","TOPEKA/BILLA",-95.6258,39.0725,268,"ASOS","4922"
"KTPA","TAMPA INTL A",-82.5403,27.9614,8,"ASOS","4925"
"KTPF","PETER O KNIG",-82.4492,27.9156,2,"ASOS","4926"
"KTPH","TONOPAH AIRP",-117.0872,38.0603,1654,"ASOS","4927"
"KTPL","TEMPLE/MILLE",-97.4000,31.1500,208,"ASOS","4928"
"KTQH","TAHLEQUAH MU",-95.0044,35.9289,266,"ASOS","4930"
"KTRI","BRISTOL/TRI-",-82.3989,36.4797,463,"ASOS","4931"
"KTRK","TRUCKEE-TAHO",-120.1300,39.3200,1798,"ASOS","4932"
"KTRL","TERRELL",-96.2683,32.7136,144,"ASOS","4933"
"KTRM","THERMAL AIRP",-116.1600,33.6278,-34,"ASOS","4934"
"KTSP","TEHACHAPI MU",-118.4392,35.1350,1220,"ASOS","4935"
"KTTA","SANFORD-LEE",-79.1014,35.5825,75,"ASOS","4936"
"KTTD","PORTLAND/TRO",-122.4089,45.5511,11,"ASOS","4937"
"KTTF","MONROE",-83.4347,41.9400,188,"ASOS","4938"
"KTTN","TRENTON/MERC",-74.8164,40.2764,64,"ASOS","4939"
"KTTS","NASA SHUTTLE",-80.7200,28.6200,3,"ASOS","4940"
"KTUL","TULSA INTL A",-95.8864,36.1975,206,"ASOS","4941"
"KTUP","TUPELO/C.D.",-88.7700,34.2681,106,"ASOS","4942"
"KTUS","TUCSON INTL",-110.9553,32.1314,805,"ASOS","4943"
"KTVC","TRAVERSE CIT",-85.5700,44.7367,190,"ASOS","4944"
"KTVF","THIEF RIVER(",-96.1800,48.0700,340,"ASOS","4945"
"KTVI","THOMASVILLE",-83.8811,30.9017,80,"ASOS","4946"
"KTVK","CENTERVILLE",-92.9011,40.6844,312,"ASOS","4947"
"KTVL","SOUTH LAKE T",-119.9953,38.8939,1909,"ASOS","4948"
"KTWF","TWIN FALLS/J",-114.4761,42.4786,1265,"ASOS","4950"
"KTWM","TWO HARBORS",-91.7500,47.0500,328,"ASOS","4951"
"KTXK","TEXARKANA RG",-93.9875,33.4561,118,"ASOS","4953"
"KTYQ","INDIANAPOLIS",-86.2514,40.0306,281,"ASOS","4954"
"KTYR","TYLER/POUNDS",-95.4039,32.3586,165,"ASOS","4955"
"KTYS","KNOXVILLE MU",-83.9858,35.8181,299,"ASOS","4956"
"KTZR","BOLTON FIELD",-83.1372,39.9008,276,"ASOS","4957"
"KUAO","AURORA STATE",-122.7656,45.2489,59,"ASOS","4972"
"KUCP","NEW CASTLE M",-80.4133,41.0253,327,"ASOS","4974"
"KUCY","EVERETT-STEW",-88.9856,36.3817,102,"ASOS","4975"
"KUDG","DARLINGTON C",-79.8903,34.4492,59,"ASOS","4976"
"KUES","WAUKESHA CNT",-88.2369,43.0411,278,"ASOS","4977"
"KUGN","CHICAGO/WAUK",-87.8700,42.4200,222,"ASOS","4979"
"KUIL","QUILLAYUTE S",-124.5550,47.9375,59,"ASOS","4980"
"KUIN","QUINCY MUNI/",-91.1944,39.9425,234,"ASOS","4981"
"KUKF","NORTH WILKES",-81.1000,36.2200,396,"ASOS","4982"
"KUKI","UKIAH MUNI (",-123.2008,39.1258,187,"ASOS","4983"
"KUKT","QUAKERTOWN A",-75.3819,40.4353,160,"ASOS","4985"
"KULM","NEW ULM MUNI",-94.5000,44.3200,308,"ASOS","4986"
"KUNI","OHIO UNIVERS",-82.2292,39.2119,233,"ASOS","4987"
"KUNO","WEST PLAINS",-91.9050,36.8792,374,"ASOS","4988"
"KUNV","STATE COLLEG",-77.8500,40.8500,378,"ASOS","4990"
"KUOX","OXFORD UNIV",-89.5356,34.3844,138,"ASOS","4991"
"KUTS","HUNTSVILLE M",-95.5861,30.7439,111,"ASOS","4993"
"KUUU","NEWPORT",-71.2836,41.5300,52,"ASOS","4994"
"KUXL","SOUTHLAND FI",-93.3761,30.1314,3,"ASOS","4996"
"KUZA","ROCK HILL (W",-81.0558,34.9839,204,"ASOS","4997"
"KVAD","MOODY AFB/VA",-83.2000,30.9700,71,"ASOS","4998"
"KVAY","SOUTH JERSEY",-74.8411,39.9406,16,"ASOS","4999"
"KVBG","VANDENBERG A",-120.5700,34.6500,112,"ASOS","5000"
"KVCB","VACAVILLE (W",-121.9575,38.3778,34,"ASOS","5003"
"KVCT","VICTORIA REG",-96.9297,28.8625,35,"ASOS","5004"
"KVCV","GEORGE AIR F",-117.3831,34.5975,879,"ASOS","5005"
"KVDF","VANDENBERG A",-82.3453,28.0139,7,"ASOS","5006"
"KVDI","VIDALIA MUNI",-82.3719,32.1925,84,"ASOS","5007"
"KVEL","VERNAL",-109.5117,40.4442,1607,"ASOS","5009"
"KVER","JESSE VIERTE",-92.6828,38.9467,218,"ASOS","5010"
"KVES","DARKE COUNTY",-84.5319,40.2044,307,"ASOS","5011"
"KVGT","NORTH LAS VE",-115.1958,36.2117,672,"ASOS","5012"
"KVIH","ROLLA/VICHY",-91.7653,38.1319,350,"ASOS","5013"
"KVIS","VISALIA MUNI",-119.4000,36.3200,89,"ASOS","5014"
"KVJI","ABINGTON",-82.0300,36.6800,631,"ASOS","5015"
"KVKS","VICKSBURG MU",-90.9283,32.2392,33,"ASOS","5016"
"KVLD","VALDOSTA REG",-83.2800,30.7800,62,"ASOS","5017"
"KVLL","OAKLAND/TROY",-83.1778,42.5431,222,"ASOS","5019"
"KVNY","VAN NUYS AIR",-118.4908,34.2125,243,"ASOS","5021"
"KVOK","VOLK/CAMP DO",-90.2700,43.9300,277,"ASOS","5022"
"KVPC","CARTERSVILLE",-84.8472,34.1283,233,"ASOS","5023"
"KVPS","EGLIN AFB/VA",-86.5300,30.4800,26,"ASOS","5024"
"KVPZ","VALPARAISO",-86.9981,41.4531,234,"ASOS","5025"
"KVQQ","JACKSONVILLE",-81.8767,30.2186,25,"ASOS","5027"
"KVRB","VERO BEACH M",-80.4181,27.6556,7,"ASOS","5028"
"KVSF","SPRINGFIELD/",-72.5217,43.3425,175,"ASOS","5030"
"KVTA","NEWARK (WAS",-82.4625,40.0228,269,"ASOS","5031"
"KVTI","VINTON VINT",-92.0258,42.2186,258,"ASOS","5032"
"KVTN","VALENTINE (A",-100.5514,42.8586,789,"ASOS","5033"
"KVTP","LA VETA PASS",-105.1710,37.5119,3114,"ASOS","5034"
"KVUJ","ALBEMARLE",-80.1508,35.4167,186,"ASOS","5036"
"KVUO","PEARSON AIRP",-122.6564,45.6233,7,"ASOS","5037"
"KVVV","ORTONVILLE",-96.4244,45.3056,335,"ASOS","5040"
"KVYS","PERU",-89.1531,41.3519,199,"ASOS","5042"
"KW22","BUCKHANNON",-80.2667,39.0000,498,"ASOS","5045"
"KW29","BAY BRIDGE A",-76.3297,38.9764,5,"ASOS","5046"
"KW43","HULETT MUNIC",-104.5678,44.6628,1300,"ASOS","5049"
"KW63","LAKE COUNTRY",-78.5601,36.5958,128,"ASOS","5055"
"KW99","GRANT_COUNTY",-79.1300,38.9800,293,"ASOS","5060"
"KWAL","WALLOPS ISLA",-75.4631,37.9406,12,"ASOS","5061"
"KWDG","ENID/WOODRIN",-97.7800,36.3800,356,"ASOS","5063"
"KWJF","LANCASTER/FO",-118.2189,34.7408,715,"ASOS","5067"
"KWLD","STROTHER FIE",-97.0369,37.1681,353,"ASOS","5068"
"KWMC","WINNEMUCCA M",-117.8072,40.9019,1311,"ASOS","5069"
"KWRB","WARNER ROBIN",-83.6000,32.6300,90,"ASOS","5070"
"KWRI","MCGUIRE AFB",-74.6000,40.0200,41,"ASOS","5071"
"KWRL","WORLAND MUNI",-107.9508,43.9658,1288,"ASOS","5072"
"KWST","WESTERLY STA",-71.7989,41.3497,24,"ASOS","5073"
"KWVI","WATSONVILLE",-121.7889,36.9394,49,"ASOS","5075"
"KWWD","WILDWOOD(AWO",-74.9200,39.0200,7,"ASOS","5077"
"KWWR","WEST WOODWAR",-99.5211,36.4367,667,"ASOS","5078"
"KWYS","WEST YELLOWS",-111.1200,44.6800,2025,"ASOS","5079"
"KXBP","BRIDGEPORT M",-97.8283,33.1753,260,"ASOS","5095"
"KXLL","ALLENTOWN QU",-75.4883,40.5703,122,"ASOS","5099"
"KXMR","CAPE CANAVER",-80.5669,28.4678,3,"ASOS","5100"
"KXNA","NORTHWEST AR",-94.3069,36.2819,392,"ASOS","5101"
"KXSA","TAPPAHANNOCK",-76.8942,37.8597,41,"ASOS","5102"
"KXVG","LONGVILLE (W",-94.2039,46.9903,407,"ASOS","5103"
"KY19","MANDAN MUNIC",-100.8944,46.7681,593,"ASOS","5107"
"KY63","ELBOW LAKE M",-95.9919,45.9861,367,"ASOS","5115"
"KYIP","DETROIT/WILL",-83.5261,42.2367,218,"ASOS","5119"
"KYKM","YAKIMA AIR T",-120.5336,46.5642,333,"ASOS","5120"
"KYKN","YANKTON(AWOS",-97.3800,42.9200,398,"ASOS","5121"
"KYNG","YOUNGSTOWN M",-80.6739,41.2544,364,"ASOS","5122"
"KZZV","ZANESVILLE M",-81.8922,39.9444,274,"ASOS","5127"
"MMAN","MONTERREY IN",-100.2300,25.8700,-9999,"ASOS","5758"
"MMCS","CIUDAD JUARE",-106.4300,31.6300,-9999,"ASOS","5767"
"MMHO","HERMOSILLO I",-110.9700,29.0700,-9999,"ASOS","5776"
"MMML","TABOADA INTL",-115.2416,32.6306,22,"ASOS","5787"
"MMMY","MONTERREY/GE",-100.1000,25.7800,-9999,"ASOS","5792"
"MMRX","REYNOSA INTL",-98.2300,26.0200,39,"ASOS","5804"
"MMTJ","TIJUANA INTL",-116.9700,32.5500,152,"ASOS","5810"
"DEWCEN14","CENMET #1-4",-122.1411,44.2435,-9999,"HJA","36801"
"DEWPRI15","PRIMET #1-5",-122.2559,44.2118,-9999,"HJA","36809"
"DEWUPL14","UPLMET #1-4",-122.1198,44.2071,-9999,"HJA","36812"
"DEWVAN14","VANMET #1-4",-122.1494,44.2716,-9999,"HJA","36815"
"02600176","GREENFIELD",-88.8001,36.1607,131,"RAWS","91208"
"02601200","HAMBLEN CO.",-83.2772,36.2572,354,"RAWS","91209"
"0260279A","CHUCK SWAN S",-83.8986,36.3689,505,"RAWS","91210"
"0260427C","BLEDSOE SF",-85.2733,35.6819,543,"RAWS","91211"
"0260510A","MEIGS EOC",-84.7931,35.5208,232,"RAWS","91212"
"02606490","PRENTICE COO",-85.4278,35.1303,585,"RAWS","91213"
"026077E6","LAYFAYETTE W",-86.0028,36.5411,296,"RAWS","91214"
"02608762","CROSSVILLE A",-84.9972,35.9178,539,"RAWS","91215"
"02609414","LEWISBURG TO",-86.7658,35.3817,351,"RAWS","91216"
"0260A18E","BURNS",-87.2831,36.0650,215,"RAWS","91217"
"0260B2F8","CHICKASAW SF",-88.8292,35.3725,151,"RAWS","91218"
"0260C468","CAMDEN TOWER",-88.1686,36.0661,156,"RAWS","91219"
"0260E284","SHILOH NMP",-88.3217,35.1550,128,"RAWS","91220"
"072016F6","SHERIDAN",-92.3928,34.2725,82,"RAWS","91223"
"0720236C","GUY",-92.2761,35.3267,186,"RAWS","91224"
"0720301A","EVENING SHAD",-91.5647,36.1053,165,"RAWS","91225"
"0720468A","POINSETT",-90.6853,35.5328,102,"RAWS","91226"
"080003C2","SPINCICH LAK",-85.6272,46.4578,273,"RAWS","91227"
"080040C8","INDIAN RIVER",-84.6250,45.3750,213,"RAWS","91228"
"080096A0","RANDVILLE",-88.0600,46.0000,383,"RAWS","91229"
"0800A33A","REXTON",-85.2672,46.1594,263,"RAWS","91230"
"0800B04C","RUDYARD",-84.5111,46.2408,213,"RAWS","91231"
"0800E030","ALGER",-84.1228,44.1292,239,"RAWS","91232"
"0800F346","HOLLY",-83.6961,42.8172,276,"RAWS","91233"
"15C19352","YUROK",-123.8575,41.2897,151,"RAWS","91255"
"16C46822","ZIM",-122.4683,42.6889,860,"RAWS","91257"
"2200029E","STILLWATER",-114.5594,48.5394,950,"RAWS","91258"
"22002472","FISHER RIVER",-115.3175,48.3519,658,"RAWS","91259"
"3000065E","GREENWATER",-121.6114,47.1556,640,"RAWS","91260"
"300033C4","OWL MOUNTAIN",-123.9662,47.7666,1036,"RAWS","91263"
"300070CE","SEDGE RIDGE",-121.0133,46.4950,1311,"RAWS","91267"
"3000804A","PEOH POINT",-120.9467,47.1522,1225,"RAWS","91268"
"3000A6A6","GREY BACK",-121.0833,45.9917,1158,"RAWS","91269"
"3000B5D0","ABERNATHY MT",-123.0997,46.3427,786,"RAWS","91270"
"3000D036","KOSMOS",-122.2014,46.5278,739,"RAWS","91272"
"300731F0","GOLDENDALE",-120.7231,45.8672,626,"RAWS","91273"
"30074760","AENEAS",-119.6222,48.7431,1580,"RAWS","91274"
"30075416","CHEHALIS",-122.9083,46.6100,80,"RAWS","91275"
"31002110","DALLAS",-84.7400,33.8333,276,"RAWS","91279"
"31005780","WASHINGTON",-82.8161,33.7806,181,"RAWS","91280"
"3100C2E2","MIDWAY",-81.4386,31.7842,6,"RAWS","91281"
"3100E40E","ADEL",-83.4269,31.1097,47,"RAWS","91282"
"3100F778","STERLING",-81.6106,31.2569,2,"RAWS","91283"
"3230036A","PINE HILLS",-116.6339,33.0164,1097,"RAWS","91284"
"32302586","BIG HORN",-106.2006,37.0203,2540,"RAWS","91286"
"323036F0","ROCHELLE HIL",-105.0917,43.5506,1563,"RAWS","91287"
"32304060","BURGESS",-107.5347,44.7853,2360,"RAWS","91288"
"3230668C","NEMO",-103.5097,44.1917,1415,"RAWS","91290"
"323075FA","RED CANYON",-103.7589,43.4258,1415,"RAWS","91291"
"32309608","OAK GROVE",-116.7950,33.3933,839,"RAWS","91293"
"3230A392","EL CARISO",-117.4067,33.6517,926,"RAWS","91294"
"3230B0E4","MILL CREEK (",-117.0347,34.0836,899,"RAWS","91295"
"3230D502","HIGH GLADE L",-122.8083,39.2083,1475,"RAWS","91297"
"3230F3EE","FAWNSKIN",-116.8989,34.2661,2103,"RAWS","91299"
"32310190","MORMON ROCK",-117.5022,34.3167,1006,"RAWS","91300"
"3231277C","PLEASANT GRO",-111.7500,40.4311,1585,"RAWS","91301"
"3231429A","UHL",-118.6484,35.8867,1149,"RAWS","91303"
"323151EC","CHALLIS",-114.2228,44.5042,1600,"RAWS","91304"
"32316476","RUSH CREEK",-120.8696,41.2881,1690,"RAWS","91305"
"32317700","HALF MOON",-109.7472,42.9147,2600,"RAWS","91306"
"32318784","CEDAR CREEK",-117.4939,48.9869,1311,"RAWS","91307"
"323194F2","FLOWERY TRAI",-117.4039,48.2975,792,"RAWS","91308"
"3231A168","PEPPERMINT",-118.5414,36.0733,2251,"RAWS","91309"
"3231B21E","FORT PIERRE",-100.3014,44.1153,693,"RAWS","91310"
"3231C48E","BLACKROCK",-118.2614,36.0931,2499,"RAWS","91311"
"3231D7F8","TEEPEE SEED",-117.4819,48.6639,1024,"RAWS","91312"
"3232D0F6","COYOTE",-106.6472,36.0667,2682,"RAWS","91313"
"3232F61A","GILA CENTER",-108.2400,33.2233,1707,"RAWS","91315"
"323331FE","BENCHMARK",-112.9000,47.5000,1631,"RAWS","91319"
"3233476E","PARDEE",-114.9161,47.2697,1414,"RAWS","91320"
"32335418","GALENA",-112.2292,46.2222,2091,"RAWS","91321"
"32336182","MAGDALENA",-107.5431,33.8511,2591,"RAWS","91322"
"32339106","MORMON LAKE",-111.4450,34.9067,2256,"RAWS","91325"
"3233D20C","SLAUGHTER",-108.4167,34.0583,2646,"RAWS","91329"
"3234455A","INDIANOLA",-114.1697,45.4000,1067,"RAWS","91335"
"323470C0","MANZANITA LA",-121.5633,40.5433,1725,"RAWS","91337"
"3234B5DE","STAMPEDE",-120.0567,39.4833,2093,"RAWS","91341"
"3234D038","ROBERTS BUTT",-117.2064,45.6817,1299,"RAWS","91343"
"3234E5A2","SPARTA BUTTE",-117.3750,44.9083,1304,"RAWS","91344"
"3234F6D4","BLUE PARK",-106.7697,37.7900,3139,"RAWS","91345"
"323504AA","SAWMILL PARK",-106.1397,41.0600,2760,"RAWS","91346"
"323517DC","BLACK CEDAR",-112.2397,38.9797,1975,"RAWS","91347"
"32353130","CRANDALL",-109.6114,44.8503,2015,"RAWS","91349"
"323547A0","TAYLOR PARK",-106.6017,38.9078,3173,"RAWS","91350"
"323554D6","STONYFORD",-122.5500,39.3833,366,"RAWS","91351"
"3235614C","CHUCHUPATE",-119.0136,34.8064,1609,"RAWS","91352"
"3235723A","TEPEE DRAW",-121.0833,43.8353,1445,"RAWS","91353"
"323582BE","LAVA BUTTE",-121.3553,43.9083,1419,"RAWS","91354"
"323591C8","SODA CREEK",-105.9897,39.5600,2926,"RAWS","91355"
"3235A452","SANBORN PARK",-108.2200,38.1897,2417,"RAWS","91356"
"3235C1B4","SALTER",-108.5364,37.6511,2484,"RAWS","91358"
"3235D2C2","PORCUPINE CR",-106.6464,40.0978,2713,"RAWS","91359"
"3235E758","DRY LAKE",-106.7500,40.5297,2536,"RAWS","91360"
"3235F42E","WILLOW CREEK",-106.1997,40.3497,2963,"RAWS","91361"
"323603A4","DEAD HORSE",-107.3600,40.0697,2731,"RAWS","91362"
"323610D2","REDFEATHER",-105.5800,40.4300,2499,"RAWS","91363"
"32362548","BEAR LODGE",-104.4275,44.5972,1609,"RAWS","91364"
"3236363E","TALLADEGA",-86.0811,33.4411,183,"RAWS","91365"
"323653D8","SUGARLOAF",-122.6564,43.5061,1082,"RAWS","91367"
"32367534","QUILCENE",-122.8831,47.8231,19,"RAWS","91368"
"323696C6","HOBACK",-110.4231,43.2203,2050,"RAWS","91370"
"3236B02A","DESCANSO",-116.6222,32.8569,1061,"RAWS","91372"
"3236E056","BOULDER CREE",-122.0000,44.9833,1088,"RAWS","91374"
"3237874A","SHOCK",-116.6200,46.9797,1128,"RAWS","91383"
"3237A1A6","BOGARD R.S.",-121.0831,40.5981,1722,"RAWS","91385"
"3237D736","CONVERSE",-116.9131,34.1942,1712,"RAWS","91388"
"3237E2AC","MONTECITO",-119.6481,34.4614,457,"RAWS","91389"
"3237F1DA","CINNAMON",-122.1497,43.2503,1413,"RAWS","91390"
"323807CC","VIEWPOINT",-120.9000,47.8500,1146,"RAWS","91391"
"323814BA","DRY CREEK",-120.5333,47.7333,1061,"RAWS","91392"
"32382120","KINGS CANYON",-102.9714,42.7239,1244,"RAWS","91393"
"32383256","ISLAND PARK",-111.3833,44.4167,1915,"RAWS","91394"
"323844C6","SLATER BUTTE",-123.3542,41.8639,1423,"RAWS","91395"
"323857B0","CALLAHAN",-122.8000,41.3153,956,"RAWS","91396"
"3238715C","JUANITA LAKE",-122.1097,41.8019,1646,"RAWS","91398"
"323881D8","COLLINS BALD",-122.9483,41.7775,1674,"RAWS","91399"
"323892AE","SOMES BAR",-123.4792,41.3792,280,"RAWS","91400"
"3238D1A4","SAWYERS BAR",-123.1292,41.3000,668,"RAWS","91404"
"3238E43E","LADDER BUTTE",-121.3008,40.8014,1753,"RAWS","91405"
"3238F748","CARR",-110.2800,31.4450,1646,"RAWS","91406"
"32390536","DRY PARK",-112.2400,36.4500,2654,"RAWS","91407"
"323973A6","BEAVER CAMP",-120.3250,38.4883,1524,"RAWS","91413"
"32398322","BALD MTN LOC",-120.6972,38.9056,1426,"RAWS","91414"
"32399054","OWENS CAMP",-120.2450,38.7333,1597,"RAWS","91415"
"3239C028","GASQUET",-123.9792,41.8458,152,"RAWS","91418"
"3239D35E","HELL HOLE",-120.2333,38.7333,1597,"RAWS","91419"
"3239F5B2","SCHOOL HOUSE",-106.9700,44.2997,2463,"RAWS","91421"
"323A0238","MILL CREEK",-107.4497,44.4500,2722,"RAWS","91422"
"323A114E","ELKHORN",-109.5997,43.6897,2537,"RAWS","91423"
"323A37A2","DEVIL MTN.",-107.3000,37.2200,2243,"RAWS","91425"
"323A4132","ALDER SPRING",-122.7250,39.6500,1311,"RAWS","91426"
"323AB1B6","BIG BAR",-123.2333,40.7333,457,"RAWS","91432"
"323AC726","ASH CREEK",-121.9794,41.2769,975,"RAWS","91433"
"323AE1CA","SIMS",-122.3667,41.0667,732,"RAWS","91435"
"323BE330","CATAHOULA -",-92.4617,31.5022,70,"RAWS","91436"
"323BF046","SLATE CREEK",-116.2833,45.6333,478,"RAWS","91437"
"323C241A","CARPENTER RI",-109.0469,38.4594,2465,"RAWS","91440"
"323C376C","JOES VALLLEY",-111.3228,39.3094,2652,"RAWS","91441"
"323E62E4","GUION FARM",-82.5900,35.2133,792,"RAWS","91445"
"323E9260","YELLOWPINE",-118.3231,44.5264,1402,"RAWS","91447"
"323EB48C","ELK CREEK",-117.9711,44.7578,2004,"RAWS","91449"
"323ED16A","SUGARLOAF",-105.3614,40.0181,2052,"RAWS","91451"
"323EE4F0","ESTES PARK",-105.5500,40.3667,2384,"RAWS","91452"
"323F05F8","DERBY MOUNTA",-109.8517,45.5842,2134,"RAWS","91454"
"323F168E","TIMBERCREST",-109.3606,45.1569,1951,"RAWS","91455"
"323F2314","WICKED CREEK",-110.5433,45.2706,2318,"RAWS","91456"
"323F3062","THOMPSON FAL",-115.2850,47.5806,750,"RAWS","91457"
"323F46F2","PLAINS",-114.8667,47.4500,732,"RAWS","91458"
"323F5584","SEELEY LAKE",-113.4472,47.1828,1291,"RAWS","91459"
"323F7368","SMITH CREEK",-114.2272,46.4394,1722,"RAWS","91460"
"323F83EC","HELLS HALF",-114.6278,45.6453,2469,"RAWS","91461"
"323F909A","ENNIS",-111.7344,45.3500,1505,"RAWS","91462"
"323FA500","PHILLIPSBURG",-113.3000,46.3167,1609,"RAWS","91463"
"323FB676","WHITEHALL",-112.1500,45.8833,1329,"RAWS","91464"
"323FC0E6","HEBGEN LAKE",-111.1006,44.6678,2032,"RAWS","91465"
"323FD390","SHENANGO",-111.2445,45.4596,1643,"RAWS","91466"
"323FF57C","YELLOW MULE",-111.3508,45.1672,2804,"RAWS","91467"
"324006C6","JOHNSONDALE",-118.5450,35.9717,1433,"RAWS","91468"
"32400814","FENN",-115.5347,46.1000,463,"RAWS","91469"
"32401B62","WARM SPRINGS",-112.2300,36.7000,2441,"RAWS","91471"
"3240202A","CABIN LAKE",-121.0597,43.4956,1385,"RAWS","91472"
"32402EF8","MOUNT STELLA",-122.4347,42.9361,1433,"RAWS","91473"
"3240335C","RED BOX",-121.9211,45.0275,991,"RAWS","91474"
"32403D8E","LOG CREEK",-121.8953,45.4967,853,"RAWS","91475"
"324045CC","WAMIC MILL",-121.4531,45.2406,1012,"RAWS","91476"
"32404B1E","CHILOQUIN",-121.8936,42.5769,1347,"RAWS","91477"
"32407056","WANDERER'S P",-122.1953,45.1094,1326,"RAWS","91482"
"32407E84","GOLD HILL",-121.5000,48.2000,1036,"RAWS","91483"
"3240A63E","ESTERBROOK",-105.5800,42.6697,1990,"RAWS","91486"
"3240B548","WILLIS CREEK",-105.0500,38.0000,2804,"RAWS","91487"
"3240C3D8","LAKE GEORGE",-105.3544,38.9786,2467,"RAWS","91488"
"3240D0AE","LUJAN",-106.5678,38.2544,3400,"RAWS","91489"
"3240F642","BUCK FLAT",-111.6900,37.9000,2438,"RAWS","91491"
"3241043C","CART CREEK",-109.4100,40.8897,2103,"RAWS","91492"
"3241174A","NORTH LONG P",-109.8389,37.8547,2646,"RAWS","91493"
"324122D0","RAY'S VALLEY",-111.2747,40.1178,2225,"RAWS","91495"
"32412C02","SIGNAL PEAK",-112.0597,38.6100,2667,"RAWS","91496"
"32413F74","HEWINTA",-110.4806,40.9528,2800,"RAWS","91498"
"32415440","LITTLE CREEK",-114.9964,44.7228,1408,"RAWS","91501"
"3241B7B2","EEL RIVER (M",-123.0833,39.8333,457,"RAWS","91510"
"3241B960","DOWD JUNCTIO",-106.4519,39.6275,2743,"RAWS","91511"
"3241C122","RED DEER",-106.2200,38.8497,2682,"RAWS","91512"
"3241CFF0","TOWN CREEK",-115.9197,43.9300,1372,"RAWS","91513"
"3241D254","BEARSKIN CRE",-115.5000,44.3800,2042,"RAWS","91514"
"3241DC86","PINE CREEK",-116.1800,44.2500,1341,"RAWS","91515"
"3241E7CE","PINION CANYO",-104.0556,37.9056,1634,"RAWS","91516"
"3241F4B8","BONANZA",-114.7278,44.3722,1954,"RAWS","91518"
"3241FA6A","COPPER BASIN",-113.8197,43.7997,2384,"RAWS","91519"
"32420332","SUGARLOAF (S",-122.4383,40.9167,1280,"RAWS","91520"
"324225DE","FRIEND MTN.",-123.3417,40.5050,1219,"RAWS","91522"
"324236A8","HAYFORK",-123.1650,40.5500,708,"RAWS","91523"
"324266D4","CRESTVIEW",-118.9833,37.7450,2316,"RAWS","91526"
"324275A2","VAN BREMMER",-121.7867,41.6367,1502,"RAWS","91527"
"3242B0BC","MAD RIVER",-123.5239,40.4633,846,"RAWS","91531"
"3242C62C","EAGLE PEAK",-122.6569,39.9278,1132,"RAWS","91532"
"3242D55A","BEAR RIVER",-110.8292,40.8844,2602,"RAWS","91533"
"3242E0C0","TEMESCAL (CN",-117.4828,33.7625,343,"RAWS","91534"
"3242F3B6","RUCKER",-109.3486,31.7611,1737,"RAWS","91535"
"324301C8","VERNON - FTS",-93.1869,31.0167,107,"RAWS","91536"
"324312BE","MOUNTAIN RES",-119.3711,37.0544,1250,"RAWS","91537"
"3243D7A0","HACHITA VALL",-108.3497,31.7000,1308,"RAWS","91548"
"3243E23A","YAMPA PLATEA",-109.2900,40.2831,1597,"RAWS","91549"
"3245349C","BALD KNOB LO",-124.0394,42.6936,1106,"RAWS","91563"
"3245420C","QUAIL PRAIRI",-124.0453,42.2422,970,"RAWS","91564"
"3245517A","ONION MOUNTA",-123.6150,42.4544,1353,"RAWS","91565"
"324564E0","ILLINOIS VAL",-123.6853,42.1039,423,"RAWS","91566"
"32457796","DEER MOUNTAI",-117.2833,48.4667,1006,"RAWS","91567"
"32458712","LANE CREEK",-118.3000,48.6167,1372,"RAWS","91568"
"32459464","PAL MOORE OR",-117.5853,48.3903,951,"RAWS","91569"
"3245A1FE","CAMP 4",-120.2414,48.0253,962,"RAWS","91570"
"3245C418","SAWMILL FLAT",-121.0686,46.9686,1067,"RAWS","91572"
"3245D76E","TUPPER",-119.4911,45.0664,1298,"RAWS","91573"
"3245E2F4","ALDER RIDGE",-117.4950,46.2733,1372,"RAWS","91574"
"3245F182","CASE",-118.9297,44.9711,1158,"RAWS","91575"
"3246157E","EDEN",-117.6164,45.8764,1280,"RAWS","91577"
"324620E4","COUGAR MOUNT",-123.1172,47.9167,914,"RAWS","91578"
"32463392","JEFFERSON CR",-123.1667,47.5500,671,"RAWS","91579"
"32464502","SELDOM CREEK",-122.1914,42.4075,1486,"RAWS","91580"
"32465674","HUMPTULLIPS",-123.7612,47.3778,660,"RAWS","91581"
"3246801C","SQUAW PEAK",-123.0117,42.0697,1513,"RAWS","91584"
"3246936A","DOUGLAS INGR",-120.1000,48.1167,1085,"RAWS","91585"
"3246E5FA","PECOS",-105.4833,35.5583,2621,"RAWS","91590"
"324747F8","TRAIL CABIN",-109.3683,33.2667,1914,"RAWS","91594"
"32477262","POLLYWOG",-121.4464,45.4586,1012,"RAWS","91597"
"324782E6","ROUND MOUNTA",-121.7167,43.7639,1798,"RAWS","91598"
"32479190","STRAWBERRY",-120.8472,42.1892,1704,"RAWS","91599"
"3247A40A","SUMMIT",-120.2469,42.1989,1863,"RAWS","91600"
"3247C1EC","CONDON WORK",-113.7172,47.5361,1123,"RAWS","91602"
"32480260","PIKE COUNTY",-121.2025,39.4750,1132,"RAWS","91606"
"3248248C","PIERCE",-120.6422,40.2461,1737,"RAWS","91608"
"324837FA","TANBARK",-117.7667,34.1667,792,"RAWS","91609"
"3248521C","WARM SPRINGS",-118.5500,34.5833,1225,"RAWS","91611"
